brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,Price,Sale Product Count,Total Sales,Available Stock
HP,15-DY200,15.6 Inches,Natural Silver,2 TB,Core i7 Family,48 GB,Windows 10 Pro,"HD Audio, Memory Card Slot, Numeric Keypad",Integrated,,,,1239.0,46,20649.65,
DELL,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1865.99,64,17699.7,
DELL,Precision 3580 Laptop,15.6 Inches,Silver,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,,,,1660.99,44,14079.78,
DELL,Precision 3581 Laptop,15.6 Inches,Silver,1000 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A1000,,,,2216.99,17,15359.76,
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,57,59798.7,
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,57,5459.58,
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,17,19579.78,
DELL,Precision 5570 Laptop,15.6 Inches,Silver,256 GB,Core i5,8 GB,Windows 10 Pro,Wifi & Bluetooth,Nvidia RTX A1000,,,,2007.99,39,27647.73,
DELL,Inspiron 5630 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1043.99,12,10076.0,
DELL,Inspiron 3501 Laptop,15.6 Inches,Black,128 GB,Core i3,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,558.99,46,122145.0,
DELL,Inspiron 7420 2-in-1,14 Inches,"Grey, Gray, Platinum Silver",256 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,788.28,27,30199.6,
DELL,Inspiron 15,15.6 Inches,Carbon Black,1 TB,Ryzen 7,16 GB,Windows 11 Home,"HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,,809.99,25,36293.98,
DELL,Latitude 3520 Laptop,15.6 Inches,Black,1000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,953.82,43,55071.0,
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,500 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,645.99,20,47691.61,
DELL,Latitude 7420 Laptop,14 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,801.99,29,9199.8,
DELL,Inspiron 7415 2-in-1,14 Inches,Grey,256 GB,AMD Ryzen 7,12 GB,Windows 11 Home,Wifi & Bluetooth,AMD Integrated Graphics,,,,602.47,59,142800.24,
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,693.99,44,45774.75,
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,57,19499.5,
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,899.99,32,28519.38,
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,639.99,35,97596.48,
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1599.0,46,34543.66,
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1699.0,32,49999.5,
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,24,35399.4,
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,599.99,24,23789.39,
DELL,Latitude 3520 Laptop,15.6 Inches,,512 GB,Core i7,,Windows 10 Home,,,,,,1667.99,48,29499.5,
DELL,Latitude 5420 Laptop,14 Inches,Black,512 GB,Core i7,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,807.99,15,20254.26,
DELL,Latitude 5420 Laptop,14 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,765.75,60,12389.79,
MSI,GF63 Thin 10SCXR,15.6 Inches,Black,2 TB,Core i5 Family,64 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,,1029.99,23,17099.81,
DELL,Precision 7560 Laptop,15.6 Inches,Silver,256 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,2102.99,27,66233.58,
DELL,Latitude 5520 Laptop,15.6 Inches,Black,128 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1690.99,27,42335.76,
DELL,Vostro 3510 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,713.99,14,66235.92,
DELL,Inspiron 5620 Laptop,16 Inches,"Grey, Gray, Platinum Silver",256 GB,Core i5,12 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,739.99,43,139779.42,
DELL,Vostro 3510 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,877.99,29,39999.6,
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,34,76499.55,
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,58,22419.62,
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,36,79287.47,
DELL,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i5,8 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,931.3,16,49344.9,
DELL,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Core i5,12 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,732.99,46,80946.0,
DELL,Vostro 3510 Laptop,15.6 Inches,Black,128 GB,Core i3,8 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,691.99,61,27899.55,
DELL,Latitude 3520 Laptop,15.6 Inches,,1000 GB,Core i7,,Windows 11 Pro,,,,,,1626.99,17,11648.0,
DELL,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,739.99,29,36579.38,
DELL,Vostro 7620 Laptop,16 Inches,Black,4000 GB,Core i7,40 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 3050,,,,1512.99,13,8189.79,
DELL,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i7,8 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,2337.99,24,26549.55,
LENOVO,ThinkBook 15 G4,15.6 Inches,Mineral Grey,2 TB,Core i7 Family,16 GB,Windows 10 Pro,"Fingerprint Reader, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,,1279.0,59,35976.0,
DELL,Alienware m16 Laptop,16 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4050,,,,1989.85,46,20915.82,
DELL,Latitude 3540 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,864.99,57,30183.72,
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,24,17379.03,
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,899.99,40,24779.58,
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,639.99,35,50095.38,
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1599.0,59,87945.0,
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1699.0,39,9749.75,
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,31,19849.86,
MSI,Raider GE76 12UE,17.3 Inches,Titanium Blue-Black-Dark Blue-Black,1 TB,Intel Core i9,16 GB,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,,1999.0,54,95940.0,
DELL,7520,15.6 Inches,Black,256 GB,Core i7,16 GB,Windows 10 Pro,TrackPoint,"Integrated, Dedicated",,,,439.99,59,7068.0,
DELL,Latitude 7420 Laptop,14 Inches,,1000 GB,Core i7,,Windows 10 Home,,,,,,1528.99,63,10879.83,
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,500 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,604.99,58,17509.83,
LENOVO,ThinkPad E16 Gen 1,16 Inches,Graphite Black,1 TB,Core i7 Family,16 GB,Windows 11 Home,"Fingerprint Reader, TrackPoint, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Integrated,,,,1309.0,23,70356.0,
ACER,Aspire 3 A315,15.6 Inches,Pure Silver,512 GB,Core i5 Family,8 GB,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Integrated,,,,709.0,61,70281.0,
DELL,Latitude 3420 Laptop,14 Inches,Black,1000 GB,Core i7,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1158.77,17,60725.42,
DELL,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i5,4 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,844.58,56,5979.87,
DELL,G15 5530 Laptop,15.6 Inches,Gray,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4050,,,,1366.99,19,22759.8,
DELL,Latitude 5320 Laptop,13.3 Inches,,256 GB,Core i5,,Windows 11 Pro,,,,,,899.99,16,103248.84,
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,61,67912.32,
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,48,43999.56,
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,40,25713.54,
DELL,Precision 7670 Laptop,16 Inches,Silver,2000 GB,Core i9,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A1000,,,,2738.99,48,14749.75,
DELL,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1683.99,13,16769.57,
DELL,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,2675.99,30,12389.79,
DELL,Latitude 5420 Laptop,14 Inches,Black,256 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,764.99,53,62999.37,
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,4000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1037.99,55,45924.45,
DELL,Latitude 3520 Laptop,15.6 Inches,Black,8000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1887.38,26,11699.7,
DELL,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,992.1,41,110354.0,
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,742.99,55,12558.0,
DELL,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1764.99,40,6369.65,
HP,15-DY200,15.6 Inches,Natural Silver,512 GB,Core i7 Family,16 GB,Windows 11 Pro,"HD Audio, Memory Card Slot, Numeric Keypad",Integrated,,,,899.0,25,81410.67,
DELL,XPS 9530 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i9,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,2604.99,36,12539.7,
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,62,13649.65,
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,899.99,53,21743.12,
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,639.99,51,79499.5,
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1599.0,36,68757.0,
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1699.0,19,3780.62,
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,35,25199.72,
DELL,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,2000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3060,,,,2921.99,43,43967.68,
DELL,XPS 9530 Laptop,15.6 Inches,Platinum Silver,1000 GB,Core i9,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,3178.99,61,7079.88,
DELL,Vostro 7620 Laptop,16 Inches,Black,2000 GB,Core i7,40 GB,Windows 10 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,1365.99,48,222139.42,
DELL,Inspiron 5630 Laptop,16 Inches,Gray,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1084.99,63,36009.74,
DELL,Precision 5770 Laptop,17 Inches,Silver,512 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,,,3331.99,31,23016.0,
DELL,Alienware m18 Laptop,18 Inches,Black,1000 GB,Core i9,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4080,,,,3002.99,18,119802.53,
DELL,Latitude 3420 Laptop,14 Inches,Black,256 GB,Core i5,8 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce MX450,,,,813.99,31,12089.69,
DELL,Latitude 7320 Laptop,13.3 Inches,,512 GB,Core i5,16 GB,Windows 10 Home,,Integrated,,,,807.99,44,52971.36,
DELL,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1757.99,32,37119.42,
DELL,Precision 3470 Laptop,14 Inches,Silver,256 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1046.99,18,15599.6,
DELL,Latitude 7440 2-in-1,14 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,2401.99,15,15704.85,
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,39,214957.0,
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,13,11309.71,
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,21,6899.85,
DELL,Alienware m18 Laptop,18 Inches,Black,1000 GB,Core i9,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,2790.04,27,73554.0,
MSI,Stealth 15M B12UE,15.6 Inches,Core Black,2 TB,Core i7 Family,48 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,,1689.0,59,13935.87,
DELL,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,773.99,17,42227.46,
DELL,Precision 3581 Laptop,15.6 Inches,Silver,512 GB,Core i9,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX 2000 Ada,,,,2268.99,23,4799.8,
DELL,Inspiron 5630 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 2050,,,,1207.99,28,22229.43,
DELL,Latitude 7440 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1212.99,53,32487.0,
DELL,Latitude 7340 Laptop,13.3 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1311.99,14,168659.4,
DELL,Latitude 3420 Laptop,14 Inches,,2000 GB,Core i5,,Windows 11 Home,,,,,,880.99,58,8969.77,
DELL,Inspiron 5410 2-in-1,14 Inches,"Grey, Platinum Silver",128 GB,Core i5,4 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,764.99,58,81592.0,
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,48,57867.63,
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,899.99,27,20466.0,
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,639.99,39,33544.0,
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1599.0,30,34219.42,
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1699.0,20,96843.0,
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,47,43999.56,
DELL,Latitude 3520 Laptop,15.6 Inches,,512 GB,Core i5,,Windows 10 Home,,,,,,921.16,36,16999.83,
DELL,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,802.99,32,25219.35,
DELL,Latitude 7420 Laptop,14 Inches,,512 GB,Core i7,16 GB,Windows 11 Home,,Integrated,,,,801.99,29,10846.11,
DELL,Latitude 5420 Laptop,14 Inches,Black,1000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1267.99,25,17939.54,
DELL,Precision 3580 Laptop,15.6 Inches,Silver,256 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,,,,1783.99,14,17599.0,
DELL,Latitude 7330 Laptop,13.3 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,844.58,59,13499.85,
DELL,Alienware m18 Laptop,18 Inches,Black,4000 GB,Core i9,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,,,4143.99,19,37253.58,
ASUS,TUF Dash 15,15.6 Inches,Eclipse Gray,1 TB,Core i7 Family,16 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,,1179.0,21,14719.77,
DELL,Alienware X16 Laptop,16 Inches,Silver,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,2806.99,35,11166.84,
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,1000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,809.99,24,23517.78,
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,128 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,633.99,29,8823.0,
DELL,Inspiron 5630 Laptop,16 Inches,"Gray, Platinum Silver",512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1043.99,56,87945.0,
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,38,24959.36,
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,56,110499.35,
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,57,42104.79,
LENOVO,ThinkPad T16 Gen 1,16 Inches,Thunder Black,1 TB,Core i7 Family,16 GB,Windows 10 Pro,"Fingerprint Reader, TrackPoint, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Integrated,,,,1839.0,27,213975.44,
DELL,Latitude 5420 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,764.99,57,41999.58,
DELL,Latitude 7420 2-in-1,14 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1733.99,20,71997.6,
DELL,XPS 9530 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,2385.99,40,43355.55,
DELL,Latitude 5440 Laptop,14 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce MX550,,,,1708.99,46,37169.37,
ASUS,TUF Gaming A17,17.3 Inches,Graphite Black,1 TB,Ryzen 5 4600H,16 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,1049.0,36,158162.55,
LENOVO,IdeaPad 3 81X8,15.6 Inches,Almond,1 TB,Core i3 Family,12 GB,Windows 10 Home,"Fingerprint Reader, HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,,589.0,37,17159.56,
DELL,XPS 9320 Laptop,13.4 Inches,Platinum,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1720.95,21,29699.67,
DELL,Inspiron 15 3525,15.6 Inches,Platinum Silver,2 TB,AMD Ryzen 7,24 GB,Windows 11 Pro,"Fingerprint Reader, HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,,1269.0,56,69659.0,
DELL,Precision 7780 Laptop,17 Inches,Silver,32 GB,Core i9,128 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,4618.0,65,31269.47,
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,61,75596.85,
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1599.0,34,44174.0,
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1699.0,30,304053.48,
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,25,16099.65,
DELL,Alienware x14 R2 Laptop,14 Inches,Silver,4000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4060,,,,2620.99,21,10139.74,
DELL,Precision 3581 Laptop,15.6 Inches,Silver,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,,,,1576.99,42,23799.86,
DELL,Latitude 5530 Laptop,15.6 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce MX250,,,,1929.99,15,7769.26,
DELL,Latitude 5440 Laptop,14 Inches,Black,512 GB,Core i7,8 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1204.99,20,23399.74,
DELL,Precision 5770 Laptop,17 Inches,Silver,1000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,,,3212.99,16,167279.59,
DELL,Precision 7780 Laptop,17 Inches,Silver,512 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,2815.3,55,30636.2,
DELL,Precision 7780 Laptop,17 Inches,Silver,1000 GB,Core i9,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,3378.36,12,44999.55,
DELL,Precision 7770 Laptop,17.3 Inches,Silver,256 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A3000,,,,2792.78,23,59241.0,
DELL,Precision 3480 Laptop,14 Inches,Silver,256 GB,Core i7,16 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,1008.94,43,34999.65,
DELL,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,1000 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3070 Ti,,,,2580.73,22,14645.0,
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,12,75851.57,
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,19,7019.82,
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,21,5187.0,
DELL,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1816.99,19,131316.9,
DELL,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,2547.99,59,19109.79,
DELL,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,640.99,58,40959.36,
DELL,Precision 3480 Laptop,14 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1023.99,16,32281.0,
DELL,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Core i5,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,730.99,50,28187.71,
DELL,Latitude 7420 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1493.99,51,33579.0,
